index,filename,sha256,disposition,reason,matched_quiz_concept,lectures,path
29,Approach-to-Hypoxemia-Algorithm.png,35427b31d472b83f4fa35693beccf7260345ec5fa03592d1123de6b771c5eeaf,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,"P10 - Physiology Six-Case Workshop | P7 - Gas Exchange, Part 2 - Causes of Hypoxemia | P9 - Pulmonary Physiology Review",/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Approach-to-Hypoxemia-Algorithm.png
30,ARDS X Ray.png,6f078c56b9dccd6977ca031056dd5860e60ca940668a36bf563f88210943cbdb,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P35 - Acute Respiratory Failure,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/ARDS X Ray.png
31,Ards-Pathogenesis.jpg,c02bef8588a319a0204e05df4301a88f658e77a0a0f0e837c1b4c2d41c74a85d,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P35 - Acute Respiratory Failure,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Ards-Pathogenesis.jpg
32,ARDS.png,e77c6caeebc48c5c4e510841c20e1e57cdd5e9964839d2b6dd39a15a0a6c0a12,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P35 - Acute Respiratory Failure,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/ARDS.png
33,Asbestos-related pleural disease axial.jpg,a8900f10f1b9399ca74806050d9caff5f50538d33a9d6f3e9a594e77000e5849,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P25 - Radiology of Restrictive Lung Disease and Extras,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Asbestos-related pleural disease axial.jpg
34,Aspergillis.png,5448145615fd950b4f9c92d5952916afc82552a1a7231fa955bf05ff9851a935,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P30 - Microbiology of Pneumonia - Fungal Infections,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Aspergillis.png
35,Aspergilloma.jpg,f081c66f6f11f4e3a3ccd4c519e6e303e473a1fdf594eb22a4a56963abdf38a7,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,"P26 - Diseases of the Respiratory Tract - Part 3 - Vascular, Cancer, Other Disease (Pathology) | P26.2 - Lung Infections - Pathology Review and Study Supplement | P30 - Microbiology of Pneumonia - Fungal Infections",/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Aspergilloma.jpg
36,Asteroid bodies in pulmonary sarcoidosis.jpg,bc2a36e9d9b4837f3bf471a6f09624acf3a3687eeb7f0eb2f6c89b59365a154c,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P24 - Diseases of the Respiratory Tract - Part 2 - Restrictive Disease (Pathology),/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Asteroid bodies in pulmonary sarcoidosis.jpg
37,asthma-allergen-pathophysiology.png,657fd4d57e75e89dcaa6e7197d1c25526e3a1b4bd25ec5f7a78205ac9536aa49,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P19 - Obstructive Diseases and Airway Diseases,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/asthma-allergen-pathophysiology.png
38,asthma-pathophysiology-and-pharmacology-diagram.png,f219faaff2cb8bec500531fefa56c27721e80049a959e6f31421b01df601055d,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P22-23 - Drugs Used for Treatment of Asthma and COPD,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/asthma-pathophysiology-and-pharmacology-diagram.png
39,Asthma-Severity-for-Patients-Not-on-Controller-Medication.png,1abe1ef58888273e9b560d83df22d18942d0e19ab4d7680f0c8f4aa7689301b7,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P34 - Respiratory Medicine Clinical Case Studies - Obstructive Diseases (Pathophysiology),/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Asthma-Severity-for-Patients-Not-on-Controller-Medication.png
40,Asthma-TH2-Pathways-and-Biologic-Targets.jpg,3109b48b653896a1c781817ea4a562af09ab24ba83c7dcf5943ec87090789111,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,Pulmonary - Comprehensive Study Guide,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P34 - Respiratory Medicine Clinical Case Studies - Obstructive Diseases (Pathophysiology)/Web Sources/Asthma-TH2-Pathways-and-Biologic-Targets.jpg
41,asthma-vs-copd.png,a2491abf6ab357ae8805949ddeb3cd547ddb35ffd30f69e078c446c44518c04a,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P13 - Pulmonary Problem Solving Exercise Part 1 | P14 - Introduction to Pulmonary Pathophysiology | P19 - Obstructive Diseases and Airway Diseases | P20 - Radiology of Obstructive Lung Disease,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/asthma-vs-copd.png
42,Atelectasis-Causing-Mediastinal-Shift.jpg,c5b0b2fea5813082ec57cd32aa17592bdee9df094ba3ddf86b10925abb0661f2,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P27 - Radiology of Pulmonary Infections and Lung Cancer,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Atelectasis-Causing-Mediastinal-Shift.jpg
43,B ARDS Bilateral Diffuse Lung Opacities CXR.png,f84d2bdc4ae40bfea7b7bbf8830dd600d314a702f3a32426a9bde4f21ac5839b,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P14 - Introduction to Pulmonary Pathophysiology | P18 - Basic Interpretation of Chest X-Ray | P27.2 - Chest X-Ray Final Review | P35 - Acute Respiratory Failure | P39 - Clinical Pathology & Imaging - Interactive Workshop | Pulmonary - Comprehensive Study Guide,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/B ARDS Bilateral Diffuse Lung Opacities CXR.png
44,B Lung Adenocarcinoma Glandular Histology.png,96d60ea62605375217ad6435536b7cd8d459b6254b13c868da2a8048a143d065,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,"P26 - Diseases of the Respiratory Tract - Part 3 - Vascular, Cancer, Other Disease (Pathology) | Pulmonary - Comprehensive Study Guide",/Users/chriselwell/Desktop/Pulm/Pulm Pictures/B Lung Adenocarcinoma Glandular Histology.png
45,B Sarcoidosis Bilateral Hilar Adenopathy and Coarse Reticular Opacities CXR.png,5720078660f16da070f47ecc2ed34bda8991b986fc435ec2bf19e288465699d2,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P14 - Introduction to Pulmonary Pathophysiology | P24 - Diseases of the Respiratory Tract - Part 2 - Restrictive Disease (Pathology) | P27.2 - Chest X-Ray Final Review,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/B Sarcoidosis Bilateral Hilar Adenopathy and Coarse Reticular Opacities CXR.png
46,B Tension Pneumothorax CXR Tracheal Deviation Collapsed Lung.png,5557cb9351f83d9d6c77f1bb3fa11d0e0902a3c8c3c35e7c42780cdccaa49a70,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P18 - Basic Interpretation of Chest X-Ray | P27.2 - Chest X-Ray Final Review,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/B Tension Pneumothorax CXR Tracheal Deviation Collapsed Lung.png
47,B_Emphysema_Alveolar_Wall_Destruction_Histology.png,17d3840e832159ab6b7ec5ef7613ed43375b999c2e1a7927f65e74ae3b61b1fa,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P19 - Obstructive Diseases and Airway Diseases | P34 - Respiratory Medicine Clinical Case Studies - Obstructive Diseases (Pathophysiology),/Users/chriselwell/Desktop/Pulm/Pulm Pictures/B_Emphysema_Alveolar_Wall_Destruction_Histology.png
48,Baroreceptors-and-Peripheral-Chemoreceptors.png,e979bf55ecc0bec24efea208ec372e91033e47d496ce485a994819254030ffb1,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P11 - Physiology Practice Question Review | P8 - Control of Ventilation,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Baroreceptors-and-Peripheral-Chemoreceptors.png
49,Bilateral pleural effusion.jpg,3ba49d02080a93199ab5399b8ec07514a734108b873728cd3f4fb53b3a20f98e,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P18 - Basic Interpretation of Chest X-Ray | P25 - Radiology of Restrictive Lung Disease and Extras,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Bilateral pleural effusion.jpg
50,bilateral-hilar-adenopathy-chest-xray.jpg,25845d4981f6f2f233b937132063692d788d09661adb2ab5158f4d62ed95413c,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P18 - Basic Interpretation of Chest X-Ray,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/bilateral-hilar-adenopathy-chest-xray.jpg
51,Blastomycosis Fact Sheet and US Endemicity Map.jpg,390426d05b867378217f955e38556b128d58bbb5dc68ba7d5902fc4b433be3c4,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P30 - Microbiology of Pneumonia - Fungal Infections,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Blastomycosis Fact Sheet and US Endemicity Map.jpg
52,Blastomycosis Histology.png,bb581a15e77caa3fa048cddeffb17aad2fa9941c8991f9d540a62cb49e303dfd,ADDED_SCORED,Validated local Pulm Pictures source included in the scored quiz.,Blastomyces with broad-based budding,P30 - Microbiology of Pneumonia - Fungal Infections,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Blastomycosis Histology.png
53,Bohr and Haldane Effects.jpg,b08f944d8d7d1bf4e9fbf0aa40cee0f190b4eae4df8b204a43de9dd9eab70e11,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,"P6 - Gas Exchange, Part 1 - Pressures, Diffusion and Transport",/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Bohr and Haldane Effects.jpg
54,Breathing Rhythms.png,be10fd27dff9fac96803a64005a45f8ff44d66f9b6107e1089a135754b1c56e0,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P8 - Control of Ventilation,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Breathing Rhythms.png
55,bronchiectasis-gross-pathology.png,c87716158ab7e26d83a485214957f886969e9f05fe525379489ad5aa7d0798d2,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P20 - Radiology of Obstructive Lung Disease,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/bronchiectasis-gross-pathology.png
56,Bronchiectasis-Radiographic-Signs.png,9458d3b55df5ab67c8aebcb41b9b6c727ae8b6708446c3da0b65542785b2b1d5,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P16 - Mystery Illness Review Video | P20 - Radiology of Obstructive Lung Disease | P27.2 - Chest X-Ray Final Review,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Bronchiectasis-Radiographic-Signs.png
57,Bronchiectasis-Signet-Ring-Sign.png,3d7486f1a9410941b243d5b5ac782423626467a23ad380ff9f3c422ea05270a5,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P16 - Mystery Illness Review Video | P19 - Obstructive Diseases and Airway Diseases | P20 - Radiology of Obstructive Lung Disease | P38 - Mystery Illness Review Session - Interactive Workshop | Pulmonary - Comprehensive Study Guide,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Bronchiectasis-Signet-Ring-Sign.png
58,Bronchiectasis-Tram-Track-Sign.png,fae76322e2b5eac8a58a80c1c63e23c3e4cc3791944d6dc1206ef740bef2d042,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P16 - Mystery Illness Review Video | P19 - Obstructive Diseases and Airway Diseases | P20 - Radiology of Obstructive Lung Disease,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Bronchiectasis-Tram-Track-Sign.png
59,Bronchogenic Cyst.jpg,6fabf77f9e39d8a72a7f2630137c87751c8048b5f2486bb4b5e278a521ae255b,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P36 - Pulmonary Developmental Anomalies,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Bronchogenic Cyst.jpg
60,Bronchopneumonia-Pathology.png,a9c2862f93a2fcf3aaf02c1c70772731692d87c89f17edd25eb0c3f690548d7c,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P39 - Clinical Pathology & Imaging - Interactive Workshop,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Bronchopneumonia-Pathology.png
61,Bronchopneumonia.jpg,ae60d5c7b073b544f06edb3539c4bf7e6423ea7142c206f75ffd574d854fd7f5,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P31 - Review of Pneumonia - Pathology and Pharmacology,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Bronchopneumonia.jpg
